qid,question,relevant_cids,num_relevant,question_norm
148951,Hồ sơ đề nghị cấp Chứng chỉ định giá đất gồm có những giấy tờ gì?,[121277],1,hồ sơ đề nghị cấp chứng chỉ định giá đất gồm có những giấy tờ gì?
42380,Mức hình phạt đối với tội cướp tài sản trong pháp luật hình sự?,[66706],1,mức hình phạt đối với tội cướp tài sản trong pháp luật hình sự?
178986,Ai có thẩm quyền ra lệnh phong tỏa tài khoản?,[10606],1,ai có thẩm quyền ra lệnh phong tỏa tài khoản?
129520,Kế toán trưởng là gì?,[2895],1,kế toán trưởng là gì?
80967,Điều tra viên vụ việc cạnh tranh khi tiến hành tố tụng cạnh tranh có những nhiệm vụ và quyền hạn nào?,[32412],1,điều tra viên vụ việc cạnh tranh khi tiến hành tố tụng cạnh tranh có những nhiệm vụ và quyền hạn nào?
135933,Quyết định giải quyết bồi thường Nhà nước có hiệu lực từ khi nào?,[12739],1,quyết định giải quyết bồi thường nhà nước có hiệu lực từ khi nào?
14750,Chế độ báo cáo của cơ quan hành chính nhà nước chỉ được ban hành khi nào?,[10109],1,chế độ báo cáo của cơ quan hành chính nhà nước chỉ được ban hành khi nào?
52868,Những hành vi bị nghiêm cấm trong xử lý vi phạm hành chính ra sao?,[28784],1,những hành vi bị nghiêm cấm trong xử lý vi phạm hành chính ra sao?
104056,Có bắt buộc phải tiến hành hòa giải tranh chấp đất đai hay không?,[66450],1,có bắt buộc phải tiến hành hòa giải tranh chấp đất đai hay không?
64528,Người quản lý di sản được chỉ định trong di chúc có những quyền hạn gì?,[58744],1,người quản lý di sản được chỉ định trong di chúc có những quyền hạn gì?
63077,Bảo hiểm thất nghiệp là gì?,[119362],1,bảo hiểm thất nghiệp là gì?
119202,Thời hiệu xử lý kỷ luật theo quy định mới ra sao?,[22780],1,thời hiệu xử lý kỷ luật theo quy định mới ra sao?
119552,Thông tư 04/2023/TT-BTP được áp dụng từ ngày mấy?,[91617],1,thông tư 04/2023/tt-btp được áp dụng từ ngày mấy?
112080,Sở Du lịch Thành phố Hồ Chí Minh có nhiệm vụ và quyền hạn gì khi thực hiện công tác quản lý nhà nước trong lĩnh vực du lịch?,[139123],1,sở du lịch thành phố hồ chí minh có nhiệm vụ và quyền hạn gì khi thực hiện công tác quản lý nhà nước trong lĩnh vực du lịch?
98247,Thành phần Hội đồng tuyển sinh của trường trung cấp nghề gồm những ai?,[87444],1,thành phần hội đồng tuyển sinh của trường trung cấp nghề gồm những ai?
147020,Xử phạt vi phạm hành chính đối với hành vi xâm phạm trái phép chỗ ở người khác,"[62074, 62075]",2,xử phạt vi phạm hành chính đối với hành vi xâm phạm trái phép chỗ ở người khác
37238,Thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?,[65892],1,thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?
146840,Tổ chức tài chính phải cập nhật thông tin nhận biết khách hàng là người nước ngoài cư trú tại Việt Nam lần đầu mở tài khoản ví điện tử như thế nào?,[137374],1,tổ chức tài chính phải cập nhật thông tin nhận biết khách hàng là người nước ngoài cư trú tại việt nam lần đầu mở tài khoản ví điện tử như thế nào?
62862,Quyền hạn của Hiệp hội Thiết bị giáo dục Việt Nam là gì?,[131862],1,quyền hạn của hiệp hội thiết bị giáo dục việt nam là gì?
118683,Thông tư 04/2023/TT-BTP được áp dụng từ ngày mấy?,[91617],1,thông tư 04/2023/tt-btp được áp dụng từ ngày mấy?
129473,Thẩm định chương trình đào tạo của trường trung cấp nghề theo quy trình bao gồm mấy bước?,[3340],1,thẩm định chương trình đào tạo của trường trung cấp nghề theo quy trình bao gồm mấy bước?
101808,Kế toán trưởng là ai?,[2895],1,kế toán trưởng là ai?
134740,Giấy chứng nhận quyền sử dụng đất đã cấp theo quy định cũ thì có được sử dụng tiếp không?,[65094],1,giấy chứng nhận quyền sử dụng đất đã cấp theo quy định cũ thì có được sử dụng tiếp không?
112626,Mức chuẩn trợ giúp xã hội hiện nay là bao nhiêu?,[29895],1,mức chuẩn trợ giúp xã hội hiện nay là bao nhiêu?
88810,Đơn vị sự nghiệp công lập là gì?,[49922],1,đơn vị sự nghiệp công lập là gì?
87699,Đối tượng nào phải chịu thuế giá trị gia tăng?,[63713],1,đối tượng nào phải chịu thuế giá trị gia tăng?
111297,Đối tượng nào không được đăng ký nghĩa vụ quân sự?,[61905],1,đối tượng nào không được đăng ký nghĩa vụ quân sự?
92389,Trách nhiệm của người chơi khi tham gia trò chơi điện tử có thưởng dành cho người nước ngoài?,[12846],1,trách nhiệm của người chơi khi tham gia trò chơi điện tử có thưởng dành cho người nước ngoài?
127885,Mặt trước thẻ Thanh tra Kiểm toán nhà nước có chứa những nội dung gì?,[124085],1,mặt trước thẻ thanh tra kiểm toán nhà nước có chứa những nội dung gì?
116442,Công ty được tạm đình chỉ công việc của người lao động trong trường hợp nào?,[68075],1,công ty được tạm đình chỉ công việc của người lao động trong trường hợp nào?
32692,Theo kế hoạch cải cách tiền lương thì khoản phụ cấp chiếm bao nhiêu phần trăm trong cơ cấu tiền lương?,[62473],1,theo kế hoạch cải cách tiền lương thì khoản phụ cấp chiếm bao nhiêu phần trăm trong cơ cấu tiền lương?
81071,Thời hạn giám định là bao lâu?,[10685],1,thời hạn giám định là bao lâu?
114379,Quy trình xét tặng danh hiệu “Nghệ sĩ ưu tú” như thế nào?,[57695],1,quy trình xét tặng danh hiệu “nghệ sĩ ưu tú” như thế nào?
33014,Thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?,[65892],1,thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?
114213,Thời điểm lập hóa đơn điện tử là khi nào?,[14860],1,thời điểm lập hóa đơn điện tử là khi nào?
20973,Đối tượng tham gia bảo hiểm y tế được quy định ra sao?,[65299],1,đối tượng tham gia bảo hiểm y tế được quy định ra sao?
38941,Việc thu hồi vé xổ số không tiêu thụ hết được thực hiện theo nguyên tắc nào?,[54356],1,việc thu hồi vé xổ số không tiêu thụ hết được thực hiện theo nguyên tắc nào?
122881,Hội đồng quản lý trong tổ chức khoa học và công nghệ công lập có nhiệm kỳ bao nhiêu năm?,[90257],1,hội đồng quản lý trong tổ chức khoa học và công nghệ công lập có nhiệm kỳ bao nhiêu năm?
84784,"Cơ sở vật chất, thiết bị dạy học môn học Giáo dục Quốc phòng và an ninh trong chương trình đào tạo trình độ trung cấp được quy định như thế nào?",[91179],1,"cơ sở vật chất, thiết bị dạy học môn học giáo dục quốc phòng và an ninh trong chương trình đào tạo trình độ trung cấp được quy định như thế nào?"
168716,Mức đóng và trách nhiệm đóng bảo hiểm y tế được quy định như thế nào?,[67352],1,mức đóng và trách nhiệm đóng bảo hiểm y tế được quy định như thế nào?
100499,Thông tư 24/2023/TT-BCA về biển số xe cơ giới được chính thức áp dụng từ ngày nào?,[111700],1,thông tư 24/2023/tt-bca về biển số xe cơ giới được chính thức áp dụng từ ngày nào?
126411,Hồ sơ dự thi Cuộc thi khoa học kỹ thuật cấp quốc gia cần những giấy tờ gì?,[106134],1,hồ sơ dự thi cuộc thi khoa học kỹ thuật cấp quốc gia cần những giấy tờ gì?
127095,Trường hợp nào Thẩm phán phải từ chối tham gia xét xử hoặc bị thay đổi?,"[10530, 10526]",2,trường hợp nào thẩm phán phải từ chối tham gia xét xử hoặc bị thay đổi?
30200,Vụ Chính sách Thương mại Đa biên có những nhiệm vụ gì trong vấn đề hội nhập kinh tế ASEAN?,[86457],1,vụ chính sách thương mại đa biên có những nhiệm vụ gì trong vấn đề hội nhập kinh tế asean?
78695,"Trình tự, thủ tục nộp hồ sơ cấp Giấy chứng nhận đủ điều kiện về an ninh trật tự ra sao?",[60528],1,"trình tự, thủ tục nộp hồ sơ cấp giấy chứng nhận đủ điều kiện về an ninh trật tự ra sao?"
102783,Việc xử lý kỷ luật sa thải đối với người lao động có bắt buộc người lao động phải có mặt không?,[75101],1,việc xử lý kỷ luật sa thải đối với người lao động có bắt buộc người lao động phải có mặt không?
9725,Đối tượng nào không phải đóng học phí năm học 2023-2024?,[72328],1,đối tượng nào không phải đóng học phí năm học 2023-2024?
25938,Nghị định 31/2023/NĐ-CP có hiệu lực từ ngày nào?,[66111],1,nghị định 31/2023/nđ-cp có hiệu lực từ ngày nào?
37139,"Việc cung cấp dịch vụ Internet Banking phải đảm bảo nguyên tắc về an toàn, bảo mật hệ thống công nghệ thông tin như thế nào?",[103062],1,"việc cung cấp dịch vụ internet banking phải đảm bảo nguyên tắc về an toàn, bảo mật hệ thống công nghệ thông tin như thế nào?"
167479,Thủ tục công chứng di chúc được thực hiện như thế nào?,[67002],1,thủ tục công chứng di chúc được thực hiện như thế nào?
158446,Hòa giải thành là gì?,[82468],1,hòa giải thành là gì?
112734,Viên chức là ai?,[49915],1,viên chức là ai?
109118,Dự án đầu tư xây dựng là gì?,[108923],1,dự án đầu tư xây dựng là gì?
106187,Ủy ban Dân tộc làm việc theo nguyên tắc nào?,[180401],1,ủy ban dân tộc làm việc theo nguyên tắc nào?
55561,"Trình tự, thủ tục đánh giá, xếp loại chất lượng công chức như thế nào?",[58017],1,"trình tự, thủ tục đánh giá, xếp loại chất lượng công chức như thế nào?"
124819,Mức hưởng bảo hiểm xã hội một lần được tính như thế nào?,[69690],1,mức hưởng bảo hiểm xã hội một lần được tính như thế nào?
133199,Ký kết thỏa thuận quốc tế là gì?,[66169],1,ký kết thỏa thuận quốc tế là gì?
61085,Việc tuyển chọn công dân vào Công an nhân dân được thực hiện như thế nào?,[79268],1,việc tuyển chọn công dân vào công an nhân dân được thực hiện như thế nào?
42663,Hợp đồng vay tài sản là gì?,[58589],1,hợp đồng vay tài sản là gì?
7892,Cơ quan nào cấp giấy phép thành lập văn phòng đại diện tại Việt Nam của Nhà xuất bản nước ngoài?,[70274],1,cơ quan nào cấp giấy phép thành lập văn phòng đại diện tại việt nam của nhà xuất bản nước ngoài?
100220,Quỹ bình ổn giá xăng dầu được thực hiện như thế nào?,[65891],1,quỹ bình ổn giá xăng dầu được thực hiện như thế nào?
57593,Trách nhiệm của cấp ủy về xét tặng Huy hiệu Đảng ra sao?,[125980],1,trách nhiệm của cấp ủy về xét tặng huy hiệu đảng ra sao?
80655,Thời hiệu xử lý kỷ luật theo quy định mới ra sao?,[22780],1,thời hiệu xử lý kỷ luật theo quy định mới ra sao?
39825,Khái niệm về Giấy chứng nhận đăng ký đầu tư,[106080],1,khái niệm về giấy chứng nhận đăng ký đầu tư
42603,Thời điểm có hiệu lực của đăng ký biện pháp bảo đảm là khi nào?,[109180],1,thời điểm có hiệu lực của đăng ký biện pháp bảo đảm là khi nào?
99213,"Độ tuổi tuyển sinh đào tạo đại học, cao đẳng chính quy Công an nhân dân là bao nhiêu?",[89338],1,"độ tuổi tuyển sinh đào tạo đại học, cao đẳng chính quy công an nhân dân là bao nhiêu?"
5680,Nguyên tắc bảo hiểm xã hội được quy định ra sao?,[65494],1,nguyên tắc bảo hiểm xã hội được quy định ra sao?
80238,Ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?,[66170],1,ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?
84211,Quỹ bình ổn giá xăng dầu được thực hiện như thế nào?,[92287],1,quỹ bình ổn giá xăng dầu được thực hiện như thế nào?
111117,Ai có quyền cấp đổi Chứng minh quân nhân chuyên nghiệp?,[50323],1,ai có quyền cấp đổi chứng minh quân nhân chuyên nghiệp?
157994,Thủ tục nhập học Đại học năm 2023-2024 như thế nào?,[63971],1,thủ tục nhập học đại học năm 2023-2024 như thế nào?
70438,Hồ sơ cấp Giấy chứng nhận đăng ký phương tiện giao thông đường sắt trong trường hợp đặc biệt gồm những gì?,[89763],1,hồ sơ cấp giấy chứng nhận đăng ký phương tiện giao thông đường sắt trong trường hợp đặc biệt gồm những gì?
163395,Hồ sơ tuyển sinh THPT gồm có những gì?,[66970],1,hồ sơ tuyển sinh thpt gồm có những gì?
37862,Lịch đi nghĩa vụ quân sự năm 2024 như thế nào?,[61848],1,lịch đi nghĩa vụ quân sự năm 2024 như thế nào?
74897,Thủ tục nhập học Đại học năm 2023 được thực hiện thế nào?,[63971],1,thủ tục nhập học đại học năm 2023 được thực hiện thế nào?
23153,Điều kiện để được cấp thị thực là gì?,[45636],1,điều kiện để được cấp thị thực là gì?
172160,Nghị định 55/2023/NĐ-CP được áp dụng từ ngày nào?,[105048],1,nghị định 55/2023/nđ-cp được áp dụng từ ngày nào?
156727,Quan trắc môi trường là gì?,[104407],1,quan trắc môi trường là gì?
40597,Tổng cục Chính trị có trách nhiệm gì trong việc thực hiện công tác quản lý báo chí?,[106936],1,tổng cục chính trị có trách nhiệm gì trong việc thực hiện công tác quản lý báo chí?
24291,Hóa đơn điện tử là gì?,[40896],1,hóa đơn điện tử là gì?
39120,Tài liệu đề nghị thẩm tra dự thảo kế hoạch công tác tư pháp hàng năm của Bộ Tư pháp gồm những gì?,[105301],1,tài liệu đề nghị thẩm tra dự thảo kế hoạch công tác tư pháp hàng năm của bộ tư pháp gồm những gì?
7816,Thời gian hoạt động đào tạo trình độ sơ cấp được quy định như thế nào?,[70192],1,thời gian hoạt động đào tạo trình độ sơ cấp được quy định như thế nào?
96690,Thuế giá trị gia tăng là gì?,[72282],1,thuế giá trị gia tăng là gì?
136570,Kỳ hạn trả lương được quy định như thế nào?,[68170],1,kỳ hạn trả lương được quy định như thế nào?
50121,Chữ ký điện tử có giá trị pháp lý như thế nào?,[117570],1,chữ ký điện tử có giá trị pháp lý như thế nào?
136738,Thông tư 31/2023/TT-BCA được áp dụng từ ngày nào?,[63328],1,thông tư 31/2023/tt-bca được áp dụng từ ngày nào?
159472,Viên chức là ai?,[49915],1,viên chức là ai?
179150,Quyết định của cộng đồng dân cư có hiệu lực khi nào?,[141354],1,quyết định của cộng đồng dân cư có hiệu lực khi nào?
121641,Hợp đồng vay tài sản là gì?,[58589],1,hợp đồng vay tài sản là gì?
29168,Tiêu chuẩn của trọng tài viên lao động là gì?,[80752],1,tiêu chuẩn của trọng tài viên lao động là gì?
127835,Thời hạn tạm giữ người theo thủ tục hành chính là bao lâu?,[204662],1,thời hạn tạm giữ người theo thủ tục hành chính là bao lâu?
115689,Nhiệm vụ của Hiệp hội Cao đẳng cộng đồng Việt Nam là gì?,[133380],1,nhiệm vụ của hiệp hội cao đẳng cộng đồng việt nam là gì?
158577,Cơ quan nào có thẩm quyền khởi tố vụ án hình sự?,[10630],1,cơ quan nào có thẩm quyền khởi tố vụ án hình sự?
68960,Thời hạn kháng cáo bản án sơ thẩm theo quy định hiện nay là bao lâu?,[59639],1,thời hạn kháng cáo bản án sơ thẩm theo quy định hiện nay là bao lâu?
63444,Khi nào Nghị định 47/2023/NĐ-CP sửa đổi Nghị định về Luật đấu giá tài sản chính thức áp dụng?,[2473],1,khi nào nghị định 47/2023/nđ-cp sửa đổi nghị định về luật đấu giá tài sản chính thức áp dụng?
18747,Các trường hợp nào không được hưởng bảo hiểm y tế?,[82428],1,các trường hợp nào không được hưởng bảo hiểm y tế?
7737,Ủy quyền là gì?,"[58264, 58688]",2,ủy quyền là gì?
85667,TPHCM đề xuất tăng gấp đôi mức phạt tiền trong Nghị định 100/2019/NĐ-CP đối với các hành vi vi phạm giao thông đường bộ?,[76484],1,tphcm đề xuất tăng gấp đôi mức phạt tiền trong nghị định 100/2019/nđ-cp đối với các hành vi vi phạm giao thông đường bộ?
64860,Hiệp định RCEP là hiệp định gì?,[133741],1,hiệp định rcep là hiệp định gì?
75497,Khối phụ trợ của trường tiểu học phải đáp ứng các tiêu chuẩn cơ sở vật chất tối thiểu nào?,[105146],1,khối phụ trợ của trường tiểu học phải đáp ứng các tiêu chuẩn cơ sở vật chất tối thiểu nào?
98443,"Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất dựa trên nguyên tắc nào?",[75066],1,"cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất dựa trên nguyên tắc nào?"
154149,Thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?,[65892],1,thương nhân kinh doanh dịch vụ xăng dầu có quyền và nghĩa vụ thế nào?
89089,Thủ tục đăng ký hiến tạng được quy định như thế nào?,"[54265, 54265]",2,thủ tục đăng ký hiến tạng được quy định như thế nào?
28591,Cơ sở vật chất phục vụ hoạt động Điều tra hình sự phải đáp ứng các yêu cầu gì?,[61211],1,cơ sở vật chất phục vụ hoạt động điều tra hình sự phải đáp ứng các yêu cầu gì?
65306,Thời hạn nộp hồ sơ khai lệ phí môn bài được quy định như thế nào?,[74962],1,thời hạn nộp hồ sơ khai lệ phí môn bài được quy định như thế nào?
107516,Nhiệm vụ và quyền hạn của Cục Hàng không Việt Nam là gì?,[181895],1,nhiệm vụ và quyền hạn của cục hàng không việt nam là gì?
87894,Học phí là gì?,[80732],1,học phí là gì?
161841,Quỹ bình ổn giá xăng dầu được thực hiện như thế nào?,[92287],1,quỹ bình ổn giá xăng dầu được thực hiện như thế nào?
4103,"Chế độ, chính sách đối với cán bộ, chiến sĩ Cảnh sát biển Việt Nam theo quy định của pháp luật",[62268],1,"chế độ, chính sách đối với cán bộ, chiến sĩ cảnh sát biển việt nam theo quy định của pháp luật"
66796,Thời điểm hệ thống hóa văn bản quy phạm pháp luật là ngày bao nhiêu?,[96898],1,thời điểm hệ thống hóa văn bản quy phạm pháp luật là ngày bao nhiêu?
92604,Trách nhiệm của Hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở được quy định như thế nào?,[165246],1,trách nhiệm của hội đồng đạo đức trong nghiên cứu y sinh học cấp cơ sở được quy định như thế nào?
124929,Để hành nghề luật sư cần đáp ứng điều kiện gì?,[74808],1,để hành nghề luật sư cần đáp ứng điều kiện gì?
69092,Thông tư 31/2023/TT-BCA được áp dụng từ ngày nào?,[63328],1,thông tư 31/2023/tt-bca được áp dụng từ ngày nào?
133241,Việc tuyển chọn công dân vào Công an nhân dân được thực hiện như thế nào?,[79268],1,việc tuyển chọn công dân vào công an nhân dân được thực hiện như thế nào?
69179,Lập hóa đơn điện tử có mã của cơ quan thuế như thế nào?,[14869],1,lập hóa đơn điện tử có mã của cơ quan thuế như thế nào?
50232,Điều kiện để giáo viên được hưởng chế độ thai sản là gì?,[61490],1,điều kiện để giáo viên được hưởng chế độ thai sản là gì?
82590,Tổ chức hoạt động kỷ niệm ngày truyền thống đối với cơ quan nhà nước cấp bộ phải đảm bảo những nguyên tắc nào?,[13643],1,tổ chức hoạt động kỷ niệm ngày truyền thống đối với cơ quan nhà nước cấp bộ phải đảm bảo những nguyên tắc nào?
65517,Nộp thuế GTGT tại đâu?,[101832],1,nộp thuế gtgt tại đâu?
114881,Ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?,[66170],1,ký kết thỏa thuận quốc tế dựa trên những nguyên tắc nào?
132301,Cần lưu ý những gì trong việc áp dụng địa bàn và mức lương tối thiểu vùng?,"[106663, 65498]",2,cần lưu ý những gì trong việc áp dụng địa bàn và mức lương tối thiểu vùng?
128253,Ký hiệu thị thực đối với chuyên gia nước ngoài là gì?,[68849],1,ký hiệu thị thực đối với chuyên gia nước ngoài là gì?
125832,"Khi tiến hành kiểm toán, các thành viên Đoàn kiểm toán nhà nước cần phải tuân thủ những nguyên tắc gì?",[109799],1,"khi tiến hành kiểm toán, các thành viên đoàn kiểm toán nhà nước cần phải tuân thủ những nguyên tắc gì?"
30494,Chuyển giao công nghệ là gì?,[95600],1,chuyển giao công nghệ là gì?
105238,Báo cáo tài chính là gì?,[142133],1,báo cáo tài chính là gì?
26051,Thủ tục xác lập quyền sở hữu toàn dân đối với bất động sản vô chủ như thế nào?,[36444],1,thủ tục xác lập quyền sở hữu toàn dân đối với bất động sản vô chủ như thế nào?
77540,Cơ quan nào có thẩm quyền đề nghị tạm đình chỉ chấp hành án phạt tù?,[42985],1,cơ quan nào có thẩm quyền đề nghị tạm đình chỉ chấp hành án phạt tù?
81033,Bảo hiểm y tế là gì?,[62015],1,bảo hiểm y tế là gì?
75424,Cổ đông được coi là tham dự và biểu quyết tại cuộc họp Đại hội đồng cổ đông trong trường hợp nào?,[146002],1,cổ đông được coi là tham dự và biểu quyết tại cuộc họp đại hội đồng cổ đông trong trường hợp nào?
142930,"Hậu quả của việc nam, nữ chung sống với nhau như vợ chồng mà không đăng ký kết hôn được xử lý như thế nào?","[47575, 47614]",2,"hậu quả của việc nam, nữ chung sống với nhau như vợ chồng mà không đăng ký kết hôn được xử lý như thế nào?"
120027,Tiêu chuẩn và điều kiện của kế toán trưởng là gì?,[2896],1,tiêu chuẩn và điều kiện của kế toán trưởng là gì?
143376,Tổng cục Chính trị có trách nhiệm gì trong việc thực hiện công tác quản lý báo chí?,[106936],1,tổng cục chính trị có trách nhiệm gì trong việc thực hiện công tác quản lý báo chí?
111541,Nghị định 55/2023/NĐ-CP được áp dụng từ ngày nào?,[105048],1,nghị định 55/2023/nđ-cp được áp dụng từ ngày nào?
51665,Công nhân công an được hưởng bao nhiêu loại phụ cấp?,[28465],1,công nhân công an được hưởng bao nhiêu loại phụ cấp?
8778,Thủ tục nhập học Đại học năm 2023 được thực hiện thế nào?,[63971],1,thủ tục nhập học đại học năm 2023 được thực hiện thế nào?
118978,Yêu cầu chung về phương thức bay như thế nào?,[194703],1,yêu cầu chung về phương thức bay như thế nào?
141260,Cưỡng bức lao động là gì?,"[219626, 75207]",2,cưỡng bức lao động là gì?
136862,Thương nhân Việt Nam có được phép gia công hàng hóa cho thương nhân nước ngoài không?,[214728],1,thương nhân việt nam có được phép gia công hàng hóa cho thương nhân nước ngoài không?
112233,Quyền và nghĩa vụ người trúng đấu giá biển số xe ô tô theo Nghị quyết 73/2022/QH15 ra sao?,[90192],1,quyền và nghĩa vụ người trúng đấu giá biển số xe ô tô theo nghị quyết 73/2022/qh15 ra sao?
170352,Ủy quyền là gì?,"[58264, 58688]",2,ủy quyền là gì?
170585,Thông tư 32/2023/TT-BCA được áp dụng từ khi nào?,[143],1,thông tư 32/2023/tt-bca được áp dụng từ khi nào?
135175,Việc công bố dịch bệnh truyền nhiễm được thực hiện theo nguyên tắc nào?,[146518],1,việc công bố dịch bệnh truyền nhiễm được thực hiện theo nguyên tắc nào?
110467,Ai là người có quyền yêu cầu giám định?,[10684],1,ai là người có quyền yêu cầu giám định?
154446,Quỹ bình ổn giá xăng dầu được thực hiện như thế nào?,[92287],1,quỹ bình ổn giá xăng dầu được thực hiện như thế nào?
67928,"Mạng truyền số liệu chuyên dùng của các cơ quan Đảng, Nhà nước được cung cấp những danh mục dịch vụ nào?",[137541],1,"mạng truyền số liệu chuyên dùng của các cơ quan đảng, nhà nước được cung cấp những danh mục dịch vụ nào?"
143697,Thể thao thành tích cao là gì?,[118593],1,thể thao thành tích cao là gì?
58714,Việc sử dụng làn đường được quy định như thế nào?,[62215],1,việc sử dụng làn đường được quy định như thế nào?
112234,Việc thí điểm đấu giá biển số xe ô tô được thực hiện đến khi nào?,"[143, 181489]",2,việc thí điểm đấu giá biển số xe ô tô được thực hiện đến khi nào?
85557,Luật Hợp tác xã 2023 có hiệu lực từ khi nào?,[96250],1,luật hợp tác xã 2023 có hiệu lực từ khi nào?
81740,Số ngày nghỉ Tết Âm lịch 2024 theo quy định của Bộ luật Lao động là bao nhiêu?,"[62789, 62868]",2,số ngày nghỉ tết âm lịch 2024 theo quy định của bộ luật lao động là bao nhiêu?
80455,Đào tạo lý luận chính trị là gì?,[63373],1,đào tạo lý luận chính trị là gì?
72017,Hồ sơ đề nghị cấp thẻ Kiểm định viên chất lượng giáo dục nghề nghiệp gồm những gì?,[115805],1,hồ sơ đề nghị cấp thẻ kiểm định viên chất lượng giáo dục nghề nghiệp gồm những gì?
175064,Cách tiến hành phương pháp RT nested PCR để chẩn đoán bệnh xuất huyết mùa xuân trên cá chép như thế nào?,[186476],1,cách tiến hành phương pháp rt nested pcr để chẩn đoán bệnh xuất huyết mùa xuân trên cá chép như thế nào?
43101,Hồ sơ đề nghị phê duyệt khu vực dự trữ khoáng sản quốc gia gồm những tài liệu gì?,[109741],1,hồ sơ đề nghị phê duyệt khu vực dự trữ khoáng sản quốc gia gồm những tài liệu gì?
55685,Thời gian giải quyết cấp biển số xe trúng đấu giá là bao lâu?,[123847],1,thời gian giải quyết cấp biển số xe trúng đấu giá là bao lâu?
166703,Kinh doanh tái bảo hiểm là gì?,[87774],1,kinh doanh tái bảo hiểm là gì?
121866,Mức đóng và trách nhiệm đóng bảo hiểm y tế được quy định như thế nào?,[68907],1,mức đóng và trách nhiệm đóng bảo hiểm y tế được quy định như thế nào?
57421,Phổ biến phim là gì?,[125791],1,phổ biến phim là gì?
129874,Năng lực tự chủ và trách nhiệm của người học khi học xong môn học Giáo dục quốc phòng và an ninh trong chương trình đào tạo trình độ trung cấp được quy định như thế nào?,[206945],1,năng lực tự chủ và trách nhiệm của người học khi học xong môn học giáo dục quốc phòng và an ninh trong chương trình đào tạo trình độ trung cấp được quy định như thế nào?
169194,"Tiêu chuẩn xét tặng danh hiệu ""Lao động tiên tiến"" cho cán bộ công chức cần đáp ứng những gì?",[10024],1,"tiêu chuẩn xét tặng danh hiệu ""lao động tiên tiến"" cho cán bộ công chức cần đáp ứng những gì?"
110468,Trưng cầu giám định được tiến hành khi nào?,"[126361, 10683]",2,trưng cầu giám định được tiến hành khi nào?
154489,Người lao động có được nghỉ vào ngày Tết Trung thu không?,"[62789, 62868]",2,người lao động có được nghỉ vào ngày tết trung thu không?
22684,Việc sử dụng tài khoản định danh điện tử được quy định như thế nào?,[86830],1,việc sử dụng tài khoản định danh điện tử được quy định như thế nào?
45746,Không đăng ký kết hôn có thể làm giấy khai sinh cho con được không?,[58156],1,không đăng ký kết hôn có thể làm giấy khai sinh cho con được không?
101009,"Hậu quả của việc nam, nữ chung sống với nhau như vợ chồng mà không đăng ký kết hôn được xử lý như thế nào?","[47575, 47577]",2,"hậu quả của việc nam, nữ chung sống với nhau như vợ chồng mà không đăng ký kết hôn được xử lý như thế nào?"
132552,Công chức là ai?,[31053],1,công chức là ai?
155280,Hoạt động thanh tra được thực hiện theo mục đích và nguyên tắc nào?,"[49211, 69944]",2,hoạt động thanh tra được thực hiện theo mục đích và nguyên tắc nào?
81160,Tuổi tuyển sinh vào lớp 6 là bao nhiêu?,[114200],1,tuổi tuyển sinh vào lớp 6 là bao nhiêu?
37484,Đào tạo cho thành viên của Hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia trước khi bổ nhiệm bao gồm những nội dung nào?,[103447],1,đào tạo cho thành viên của hội đồng đạo đức trong nghiên cứu y sinh học cấp quốc gia trước khi bổ nhiệm bao gồm những nội dung nào?
72438,Có mấy nguyên tắc thực hiện tinh giản biên chế theo Nghị định 29/2023/NĐ-CP?,[102221],1,có mấy nguyên tắc thực hiện tinh giản biên chế theo nghị định 29/2023/nđ-cp?
107469,Thông tư 04/2023/TT-BTP được áp dụng từ ngày mấy?,[91617],1,thông tư 04/2023/tt-btp được áp dụng từ ngày mấy?
175666,Thời gian tập sự hành nghề đấu giá theo quy định hiện nay là bao lâu?,[173029],1,thời gian tập sự hành nghề đấu giá theo quy định hiện nay là bao lâu?
93122,Đối tượng nào phải nộp thuế thu nhập cá nhân?,[66785],1,đối tượng nào phải nộp thuế thu nhập cá nhân?
59945,Ký kết thỏa thuận quốc tế là gì?,[66169],1,ký kết thỏa thuận quốc tế là gì?
16696,"Tổ chức, cá nhân thực hiện việc sưu tầm hiện vật theo trình tự nào?",[15046],1,"tổ chức, cá nhân thực hiện việc sưu tầm hiện vật theo trình tự nào?"
